Date/Time,Open,High,Low,Close,Volume,Daily_Return,20d_MA,50d_MA,200d_MA,20d_Volatility,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Stoch_K,Stoch_D,H-L,H-PC,L-PC,TR,DM+,DM-,ATR,DI+,DI-,DX,ADX
2018-02-28,78.14,80.61,78.09,78.71,8158,,,,,,,0.0,0.0,0.0,,,,,,2.519999999999996,,,2.519999999999996,0.0,0.0,,,,,
2018-03-01,78.14,80.32,77.66,77.66,20511,-0.0133401092618472,,,,,,-0.0837606837606728,-0.01675213675213456,-0.06700854700853824,,,,,,2.6599999999999966,1.6099999999999994,1.0499999999999972,2.6599999999999966,0.0,0.4300000000000068,,,,,
2018-03-02,77.14,77.9,76.86,77.33,37274,-0.0042492917847025,,,,,,-0.17475539971266585,-0.048352789344240824,-0.12640261036842504,,,,,,1.0400000000000063,0.2400000000000091,0.7999999999999972,1.0400000000000063,0.0,0.7999999999999972,,,,,
2018-03-05,77.14,80.5,77.14,78.28,27737,0.0122850122850122,,,,,,-0.16827256577518312,-0.07233674463042929,-0.09593582114475384,,,,,,3.3599999999999994,3.1700000000000017,0.18999999999999773,3.3599999999999994,2.5999999999999943,0.0,,,,,
2018-03-06,78.61,83.13,77.43,81.45,41077,0.0404956566172713,,,,,,0.0916017065778334,-0.039549054388776754,0.13115076096661016,,,,,,5.699999999999989,4.849999999999994,0.8499999999999943,5.699999999999989,2.6299999999999955,0.0,,,,,
2018-03-07,81.78,84.68,79.32,80.74,30644,-0.0087170042971148,,,,,,0.2375248349845691,0.015865723485892422,0.22165911149867668,,,,,,5.360000000000014,3.230000000000004,2.1300000000000097,5.360000000000014,1.5500000000000114,0.0,,,,,
2018-03-08,83.18,84.1,80.74,82.35,23020,0.0199405499133018,,,,,,0.4775782850470165,0.10820823579811724,0.36937004924889927,,,,,,3.3599999999999994,3.3599999999999994,0.0,3.3599999999999994,0.0,0.0,,,,,
2018-03-09,82.87,85.69,82.16,82.35,24416,0.0,,,,,,0.6602118623318631,0.21860896110486644,0.4416029012269967,,,,,,3.530000000000001,3.3400000000000034,0.18999999999999773,3.530000000000001,1.5900000000000034,0.0,,,,,
2018-03-12,82.87,84.19,81.45,81.78,16145,-0.0069216757741347,,,,,,0.7503069800070961,0.3249485648853124,0.4253584151217837,,,,,,2.739999999999995,1.8400000000000034,0.8999999999999915,2.739999999999995,0.0,0.7099999999999937,,,,,
2018-03-13,81.64,83.22,80.46,81.12,18272,-0.008070432868672,,,,,,0.7596942433708165,0.4118977005824132,0.3477965427884033,,,,,,2.760000000000005,1.4399999999999977,1.3200000000000074,2.760000000000005,0.0,0.9900000000000091,,,,,
2018-03-14,83.66,84.43,81.5,81.64,17645,0.0064102564102563,,,,,,0.7998729341159247,0.4894927472891155,0.31038018682680923,,,,,,2.930000000000007,3.3100000000000023,0.37999999999999545,3.3100000000000023,1.210000000000008,0.0,,,,,
2018-03-15,81.69,83.95,81.26,81.45,12195,-0.002327290543851,,,,,,0.8070799090972542,0.5530101796507433,0.25406972944651096,,,,,,2.6899999999999977,2.3100000000000023,0.37999999999999545,2.6899999999999977,0.0,0.23999999999999488,,,,,
2018-03-16,81.69,86.61,81.59,85.24,54755,0.0465316144874154,,,,,,1.1058650899618527,0.6635811617129652,0.4422839282488875,,,,,,5.019999999999996,5.159999999999997,0.14000000000000057,5.159999999999997,2.6599999999999966,0.0,,,,,
2018-03-19,86.19,88.93,85.24,86.38,32232,0.0133740028155795,,,,,76.10619469026553,1.418293763403213,0.8145236820510149,0.603770081352198,,,,78.87323943661964,,3.690000000000012,3.690000000000012,0.0,3.690000000000012,2.3200000000000074,0.0,3.420000000000001,30.409356725146225,6.620718462823729,64.24139875916526,
2018-03-20,85.29,89.03,85.0,86.19,21658,-0.0021995832368603,,,,,75.13440860215059,1.6317544760606637,0.9779698408529447,0.653784635207719,,,,76.66392769104353,,4.030000000000001,2.6500000000000057,1.3799999999999955,4.030000000000001,0.0,0.23999999999999488,3.527857142857144,29.4796517513667,6.90423162583518,62.04785754034508,
2018-03-21,86.19,89.95,85.71,86.66,19796,0.0054530688014851,,,,,81.46853146853151,1.8178931600394463,1.145954504690245,0.6719386553492013,,,,74.86631016042776,76.8011590960303,4.240000000000009,3.760000000000005,0.480000000000004,4.240000000000009,0.9200000000000017,0.0,3.640714285714288,30.37080635668042,5.846576417500468,67.71397616468052,
2018-03-22,87.13,89.52,86.19,87.13,17128,0.0054234941149318,,,,,83.9335180055402,1.980504457629209,1.312864495278038,0.6676399623511711,,,,77.9859484777517,76.50539544307433,3.3299999999999983,2.8599999999999994,0.46999999999999886,3.3299999999999983,0.0,0.0,3.8042857142857156,29.0649643259482,4.093128051070207,75.3114382785958,
2018-03-23,87.58,88.21,85.24,85.71,30696,-0.0162974865144037,,,,,74.91616364855801,1.9720602667649985,1.4447036495754302,0.5273566171895683,,,,66.13418530351429,72.99548131389791,2.969999999999999,1.0799999999999983,1.8900000000000006,2.969999999999999,0.0,0.9500000000000028,3.7764285714285726,24.361641762814486,5.920181577454123,60.89943785134301,
2018-03-26,85.24,89.52,85.24,87.75,20407,0.0238011900595029,,,,,72.85921625544267,2.105705869173235,1.5769040934949914,0.5288017756782437,,,,79.3038570084666,74.47466359657753,4.280000000000001,3.8100000000000023,0.46999999999999886,4.280000000000001,1.3100000000000023,0.0,3.675000000000002,22.46841593780374,6.083576287657908,57.38597685500354,
2018-03-27,88.56,92.85,88.56,91.21,26569,0.0394301994301993,83.0565,,,,81.66969147005449,2.4624287101577664,1.7540090168275466,0.7084196933302198,83.0565,90.64172740178842,75.47127259821158,86.76351896690879,77.40052042629657,4.289999999999992,5.099999999999994,0.8100000000000023,5.099999999999994,3.3299999999999983,0.0,3.6564285714285725,26.059777300253984,6.11447548349286,61.991499696417804,
2018-03-28,89.5,94.84,89.5,93.29,34234,0.0228045170485693,83.7855,,,0.2918980020517084,82.17647058823536,2.8797764777649206,1.9791625090150218,0.9006139687498989,83.7855,92.35101341134902,75.21998658865098,89.22114047287903,85.09617214941814,5.340000000000003,3.6300000000000097,1.7099999999999937,5.340000000000003,1.990000000000009,0.0,3.797857142857144,28.832048147451616,5.88677825841639,66.08884073672814,
2018-03-29,93.29,96.34,92.39,93.76,22066,0.0050380533819274,84.5905,,,0.2805703874634411,82.655981682885,3.211433258907121,2.2256166589934416,0.9858165999136794,84.5905,93.73848217612698,75.44251782387303,83.7531486146096,86.57926935146581,3.950000000000003,3.049999999999997,0.9000000000000057,3.950000000000003,1.5,0.0,3.827857142857144,28.438141444299347,5.840641910804244,65.92270005443666,
