Date/Time,Open,High,Low,Close,Volume,Daily_Return,20d_MA,50d_MA,200d_MA,20d_Volatility
2018-07-03,56.89,59.51,54.04,55.22,775020,-0.06168224299065428,76.2235,80.4892,,0.556938697112228
2018-07-04,55.22,59.07,53.33,57.81,493440,0.04690329590727993,74.73100000000001,80.0126,,0.5765519753962988
2018-07-05,59.59,61.54,55.46,59.07,523390,0.02179553710430726,73.3465,79.546,,0.594652791503589
2018-07-06,58.12,62.85,56.32,61.51,447290,0.04130692398848823,72.06750000000001,79.12819999999999,,0.6272026218148882
2018-07-09,62.48,63.21,58.66,58.66,398130,-0.04633392944236714,70.6865,78.68520000000001,,0.6352997532720825
2018-07-10,58.66,62.48,58.31,62.12,319020,0.05898397545175582,69.57300000000001,78.308,,0.6916587070755931
2018-07-11,58.88,60.89,57.46,59.94,423790,-0.03509336767546678,68.43350000000001,77.8872,,0.6954057038800339
2018-07-12,58.31,61.03,57.6,58.45,113900,-0.02485819152485813,67.125,77.411,,0.6813897944721823
2018-07-13,59.02,61.39,59.02,60.44,217450,0.03404619332763037,65.824,77.00019999999999,,0.6920899863894414
2018-07-16,61.15,65.75,61.15,64.21,567790,0.06237590999338183,64.92949999999999,76.5522,,0.7340276789797232
2018-07-17,64.0,68.66,63.36,66.77,647900,0.039869179255567655,64.4995,76.1534,,0.705045034509384
2018-07-18,66.77,70.48,65.78,69.75,756910,0.04463082222555048,64.18249999999999,75.82,,0.7254156714282338
2018-07-19,70.33,70.33,66.84,66.84,637620,-0.041720430107526796,63.8625,75.4804,,0.7282277803399034
2018-07-20,67.35,69.1,65.42,67.62,820410,0.011669658886894085,63.428999999999995,75.0996,,0.711121501630069
2018-07-23,69.75,71.2,67.55,68.26,418450,0.00946465542738828,63.162,74.70120000000001,,0.7036106303247762
2018-07-24,69.02,69.39,65.78,66.2,353420,-0.03017872839144453,62.838499999999996,74.2712,,0.7095857397718779
2018-07-25,66.27,69.02,66.27,66.84,373040,0.009667673716012182,62.7315,73.8824,,0.6885234216530834
2018-07-26,66.84,67.42,63.64,64.0,548680,-0.04248952722920407,62.72099999999999,73.4462,,0.6592387962198543
2018-07-27,66.12,67.86,64.35,66.49,368690,0.03890624999999992,62.9525,73.0598,,0.6571256376157607
2018-07-30,67.91,70.11,66.91,68.9,438710,0.036246052037900656,63.455000000000005,72.7312,,0.6348845109148589
2018-07-31,68.9,70.33,67.77,68.62,412600,-0.004063860667634311,64.125,72.4264,,0.5808388872933224
2018-08-01,69.75,69.75,66.56,66.84,442990,-0.025939959195569795,64.5765,72.066,,0.5795961333486391
2018-08-02,66.56,69.39,66.49,69.39,285850,0.03815080789946146,65.0925,71.75659999999999,,0.587643127189686
2018-08-03,70.48,70.48,67.7,67.91,243290,-0.02132872171782685,65.4125,71.465,,0.5836386486746619
2018-08-06,69.39,69.39,66.34,67.93,199980,0.00029450743631298515,65.876,71.2552,,0.551174005634049
2018-08-07,66.13,67.93,65.42,65.49,203370,-0.035919328720742105,66.0445,71.00059999999999,,0.5373597380290833
2018-08-08,66.86,68.17,66.14,67.95,144480,0.037562986715529156,66.445,70.8236,,0.5305593735644806
2018-08-09,66.86,70.67,66.79,69.02,621900,0.015746872700515002,66.97349999999999,70.5862,,0.5178299487317154
2018-08-10,70.37,71.69,68.66,70.52,440650,0.021732831063459912,67.4775,70.378,,0.5116916272549648
2018-08-13,70.52,71.62,68.08,71.62,495460,0.015598411798071643,67.848,70.17,,0.47139952088610293
2018-08-14,72.06,74.71,70.17,73.33,1080220,0.02387601228707048,68.176,69.93939999999999,,0.45937692380327205
2018-08-15,73.33,75.81,70.81,71.17,598050,-0.02945588435837987,68.247,69.6096,,0.4499883986633703
2018-08-16,70.09,74.19,69.74,74.19,486970,0.04243360966699439,68.61449999999999,69.3582,,0.4421357232572694
2018-08-17,72.97,75.22,71.17,71.17,372440,-0.04070629464887443,68.792,69.0398,,0.4707591929841994
2018-08-20,71.17,74.34,70.96,71.82,396840,0.00913306168329342,68.97,68.75059999999999,,0.4707000783023675
2018-08-21,72.54,76.76,71.6,75.49,768210,0.051099972152603756,69.4345,68.57260000000001,,0.4830547777189839
2018-08-22,75.49,77.28,73.91,74.7,485360,-0.010464962246655052,69.8275,68.41199999999999,,0.48686640559978184
2018-08-23,74.05,76.32,73.47,76.25,455700,0.020749665327978617,70.44,68.2446,,0.45393040859388356
2018-08-24,74.05,76.91,73.83,74.7,360740,-0.020327868852458963,70.8505,68.0094,,0.45117460802455056
2018-08-27,76.98,77.28,73.83,74.05,500450,-0.008701472556894352,71.10799999999999,67.8484,,0.4395626163004994
2018-08-28,76.32,76.39,73.91,74.05,381080,0.0,71.37950000000001,67.822,,0.43881312497114994
2018-08-29,74.05,76.54,73.98,76.47,526510,0.032680621201890636,71.86099999999999,67.8296,,0.434769120147933
2018-08-30,74.84,78.08,74.12,76.21,555710,-0.003400026154047442,72.202,67.889,,0.4201932391008978
2018-08-31,77.79,77.86,74.12,74.12,725630,-0.027424222542973276,72.5125,67.84559999999999,,0.42578459098465854
2018-09-04,73.69,75.66,72.04,73.46,879050,-0.008904479222881956,72.789,67.8428,,0.42829891226612204
2018-09-05,71.75,73.31,69.74,70.09,708970,-0.04587530628913683,73.01899999999999,67.7912,,0.4419293055414097
2018-09-06,70.09,72.58,69.02,69.02,550090,-0.015266086460265504,73.0725,67.792,,0.42791070371922213
2018-09-07,70.74,72.28,69.23,70.6,336710,0.02289191538684432,73.1515,67.9198,,0.4318818090611617
2018-09-10,70.6,72.72,70.24,70.6,225430,0.0,73.15549999999999,68.0946,,0.4252052296030472
2018-09-11,70.45,73.16,69.74,71.68,369850,0.015297450424929249,73.1585,68.3512,,0.42506384030407507
2018-09-12,71.89,74.93,71.89,73.82,495280,0.029854910714285587,73.183,68.72319999999999,,0.42994862981442167
2018-09-13,72.25,74.71,72.25,72.97,428650,-0.01151449471687882,73.273,69.02640000000001,,0.4178146663806446
2018-09-14,72.97,73.55,72.61,73.26,318500,0.003974235987392216,73.2265,69.3102,,0.3892628237604876
2018-09-17,72.61,74.85,71.46,71.82,665280,-0.01965601965601982,73.259,69.5164,,0.36684013696398315
2018-09-18,70.74,73.09,70.74,71.17,642400,-0.009050403787245753,73.2265,69.7666,,0.36697910960293506
2018-09-19,72.61,74.19,70.96,71.46,367070,0.004074750597161669,73.025,69.9534,,0.3139152426893483
2018-09-20,71.89,73.46,71.03,71.46,411870,0.0,72.863,70.1838,,0.3126121603784566
2018-09-21,71.46,74.63,71.46,74.63,684370,0.044360481388189266,72.78200000000001,70.5074,,0.3449891003393924
2018-09-24,73.98,75.88,73.33,73.62,448020,-0.013533431595872836,72.728,70.771,,0.34071762668842553
2018-09-25,73.33,76.39,72.68,74.41,663540,0.01073077967943492,72.74600000000001,70.975,,0.34150223213893754
2018-09-26,74.12,76.17,73.69,73.69,400590,-0.009676118801236422,72.728,71.1134,,0.3433978294156617
2018-09-27,73.69,75.88,73.26,75.51,277900,0.024698059438187148,72.68,71.2286,,0.3343655075413439
2018-09-28,73.91,78.01,73.91,77.5,1264710,0.02635412528141967,72.7445,71.4418,,0.34728067022370596
2018-10-01,75.85,78.82,74.77,75.56,603020,-0.025032258064516144,72.81649999999999,71.6006,,0.34477267691568936
2018-10-02,75.49,77.86,75.2,75.2,477400,-0.004764425622022173,72.9035,71.73939999999999,,0.3434763144850161
2018-10-03,77.42,79.26,75.27,77.5,837480,0.030585106382978733,73.274,71.9654,,0.3094624504561841
2018-10-04,77.64,80.58,77.57,77.64,554870,0.0018064516129032704,73.705,72.1814,,0.3002725456744957
2018-10-05,77.64,79.92,76.57,76.71,560060,-0.01197836166924271,74.01050000000001,72.4356,,0.29987416471179723
2018-10-08,76.21,78.97,75.92,78.38,356800,0.021770303741363684,74.3995,72.6734,,0.30561040342364226
2018-10-09,77.21,80.07,76.92,78.07,529550,-0.003955090584332743,74.719,72.85679999999999,,0.30499362398650254
2018-10-10,78.36,80.58,78.15,78.87,468510,0.010247214038683339,74.97149999999999,73.0618,,0.29095187208663886
2018-10-11,75.85,77.86,73.47,73.47,1921600,-0.06846709775580073,74.9965,73.1944,,0.3849196610084268
2018-10-12,71.68,77.72,71.68,77.72,877550,0.05784674016605407,75.2195,73.361,,0.43533720139428334
2018-10-15,76.06,77.64,73.33,73.69,729640,-0.051852804940813235,75.313,73.4766,,0.4713823588113859
2018-10-16,73.69,76.32,73.4,74.48,397230,0.010720586239652663,75.4785,73.60759999999999,,0.47062108039541045
2018-10-17,76.06,77.5,74.77,74.77,406450,0.003893662728249092,75.644,73.7932,,0.47061448676057793
2018-10-18,74.48,76.91,74.05,74.77,284180,0.0,75.8095,73.9296,,0.47061448676057793
2018-10-19,73.33,75.29,72.97,74.91,490740,0.0018724087200749917,75.8235,74.0474,,0.4441357623240248
2018-10-22,75.41,77.57,72.97,72.97,468070,-0.025897743959417907,75.79100000000001,74.09639999999999,,0.4514490607243012
2018-10-23,72.4,74.49,70.31,71.17,720520,-0.024667671645881795,75.62899999999999,74.0874,,0.45767566728589865
2018-10-24,71.68,73.82,69.02,69.02,495030,-0.03020935787550938,75.3955,74.0012,,0.4680338810901426
2018-10-25,65.42,69.02,65.06,68.23,732890,-0.011445957693422049,75.0315,73.94239999999999,,0.45727737187739614
2018-10-26,69.66,70.89,66.57,66.57,483170,-0.024329473838487603,74.48499999999999,73.79,,0.44696156383876834
2018-10-29,66.14,67.58,64.77,64.77,347860,-0.02703920684993233,73.9455,73.66199999999999,,0.4480793502620892
2018-10-30,64.77,67.95,64.77,67.29,465990,0.03890690134321462,73.55,73.5714,,0.47721599525854347
2018-10-31,68.3,69.93,67.22,69.74,395130,0.03640957051567817,73.162,73.45639999999999,,0.4834019574357154
2018-11-01,69.45,71.55,68.3,68.3,405070,-0.020648121594493807,72.69500000000001,73.3284,,0.48588520911043326
2018-11-02,69.02,72.5,68.66,70.81,490040,0.0367496339677893,72.4,73.2196,,0.5081324492715569
2018-11-05,70.09,72.06,69.09,70.81,279570,0.0,72.02149999999999,73.14179999999999,,0.49957412274808627
2018-11-06,71.75,72.65,69.59,69.74,249410,-0.015110860048015873,71.60499999999999,73.0556,,0.5009526246105518
2018-11-07,70.09,71.62,68.66,70.67,306160,0.013335245196444134,71.19500000000001,72.988,,0.5023295950405248
2018-11-08,70.45,71.84,69.38,69.52,174860,-0.016272817319937793,70.9975,72.84899999999999,,0.44585232033663125
2018-11-09,70.52,71.03,67.58,67.58,388720,-0.027905638665132293,70.4905,72.6764,,0.3929691267396779
2018-11-12,67.0,68.3,66.72,68.3,151340,0.010654039656703196,70.221,72.56,,0.3588109881207483
2018-11-13,67.22,68.98,66.93,67.22,218020,-0.015812591508052698,69.85799999999999,72.43520000000001,,0.3571727168833756
2018-11-14,67.22,69.05,66.28,67.22,216870,0.0,69.48049999999999,72.3778,,0.35617076428955824
2018-11-15,66.93,69.05,66.07,66.14,210550,-0.016066646831300213,69.049,72.3202,,0.3576997557501122
2018-11-16,66.86,69.2,66.43,66.86,215030,0.010885999395222168,68.64649999999999,72.2454,,0.3616972840815948
2018-11-19,68.9,69.71,67.22,69.71,298320,0.042626383487885056,68.4835,72.2276,,0.3908613141768502
2018-11-20,68.23,70.3,67.87,68.73,296690,-0.014058241285324735,68.3615,72.1686,,0.3844614992217155
2018-11-21,68.23,70.22,67.65,68.66,360260,-0.0010184781027209322,68.3435,72.0654,,0.36917595553157634
2018-11-22,68.87,71.03,68.8,70.81,316850,0.0313137197786193,68.4725,72.0222,,0.3825622833289893
2018-11-23,69.38,70.96,68.37,68.37,186930,-0.034458409829120185,68.5625,71.9244,,0.39339049685246835
2018-11-26,68.23,69.93,68.01,69.02,161780,0.009507093754570484,68.775,71.86840000000001,,0.37920616684937825
2018-11-27,69.38,70.96,67.79,69.42,400960,0.005795421616922702,68.88149999999999,71.8334,,0.35562690061049645
2018-11-28,67.58,69.71,67.58,68.66,243550,-0.010947853644482919,68.8275,71.7774,,0.33353707200917965
2018-11-29,70.15,70.3,65.42,65.64,645610,-0.043984852898339644,68.69449999999999,71.661,,0.36129917326133393
2018-11-30,65.64,67.8,65.64,67.65,279650,0.03062157221206596,68.5365,71.5214,,0.35320509152044915
2018-12-03,67.87,69.71,67.36,69.71,230370,0.030450849963044924,68.48150000000001,71.44319999999999,,0.37160323225851877
2018-12-04,68.3,70.0,67.94,69.78,276230,0.0010041600918089255,68.4835,71.3506,,0.3675933947141989
2018-12-05,67.94,70.3,67.43,70.08,287080,0.004299226139294898,68.454,71.2784,,0.3647263001535682
2018-12-06,68.59,70.67,67.94,69.02,256150,-0.015125570776255759,68.429,71.1486,,0.3640765896935006
2018-12-07,68.66,72.35,68.66,70.45,533170,0.020718632280498417,68.5725,71.0076,,0.3556571694732687
2018-12-10,71.25,71.69,69.59,71.11,206070,0.009368346344925449,68.71300000000001,70.9186,75.8322,0.35528668382724393
2018-12-11,69.59,71.25,69.38,69.74,211990,-0.01926592603009425,68.839,70.8094,75.78735,0.35781845005528623
2018-12-12,69.74,71.99,69.74,70.45,216070,0.01018067106395204,69.0005,70.6684,75.75129999999999,0.3588556594540072
2018-12-13,70.81,72.8,70.74,71.1,305910,0.009226401703335663,69.2485,70.5376,75.72014999999999,0.35258929440042397
2018-12-14,72.8,73.31,70.38,70.53,316090,-0.00801687763713066,69.432,70.414,75.6814,0.35397301972296685
2018-12-17,70.17,71.55,69.3,71.53,426310,0.014178363816815587,69.523,70.277,75.6318,0.32484534133535875
2018-12-18,70.52,71.55,67.94,70.37,562170,-0.01621697189990212,69.60499999999999,70.123,75.57995,0.32630280600982936
2018-12-19,70.15,70.37,67.72,67.72,216260,-0.037658092937331356,69.55799999999999,69.9,75.5068,0.35457169009137113
2018-12-20,69.2,70.15,67.51,67.65,244990,-0.0010336680448905788,69.4,69.78359999999999,75.4333,0.3341401224640348
2018-12-21,67.22,68.44,67.22,68.3,219630,0.009608277900960749,69.3965,69.59519999999999,75.3659,0.3134566210740927
2018-12-24,68.3,70.52,68.3,68.44,114300,0.002049780380673605,69.3675,69.4902,75.3025,0.31161179104257014
2018-12-25,67.15,69.27,66.86,67.36,307360,-0.015780245470485066,69.2645,69.3478,75.2311,0.3154593498568911
2018-12-26,67.36,67.94,67.15,67.22,173060,-0.0020783847980997416,69.1925,69.1968,75.15995,0.31343217470372614
2018-12-27,68.66,70.0,67.94,68.15,146070,0.013835168104730844,69.31800000000001,69.06439999999999,75.0745,0.2724704498635694
2018-12-28,68.66,69.78,67.86,69.04,206530,0.013059427732942108,69.3875,68.947,74.9878,0.2545609007899926
2019-01-02,67.57,69.49,66.7,66.7,142060,-0.03389339513325618,69.237,68.8216,74.89035,0.2587269362836573
2019-01-03,66.7,68.52,64.38,64.53,398110,-0.03253373313343333,68.9745,68.6888,74.7797,0.27994792685474196
2019-01-04,63.44,66.08,62.64,65.25,242880,0.01115760111576014,68.733,68.6134,74.67030000000001,0.28359936790458884
2019-01-07,66.34,67.93,65.69,66.27,214970,0.015632183908045993,68.5955,68.5742,74.5731,0.287734090212343
2019-01-08,65.98,67.19,65.25,65.98,132390,-0.004376037422664791,68.372,68.5624,74.46425,0.2751127550582021
2019-01-09,66.48,67.93,65.61,67.78,166090,0.02728099424067887,68.2055,68.6226,74.3471,0.2926902004681012
2019-01-10,66.48,68.6,66.05,66.92,153450,-0.012688108586603741,68.06450000000001,68.6152,74.21525,0.28851446431901095
2019-01-11,67.06,68.6,66.63,68.52,237830,0.023909145248057317,67.968,68.5908,74.08905,0.3000265188310326
2019-01-14,68.45,68.45,66.34,66.63,151770,-0.027583187390542885,67.74449999999999,68.5574,73.93445000000001,0.3112734226224496
2019-01-15,66.05,68.15,66.05,66.63,94060,0.0,67.5495,68.4738,73.7731,0.310879837678009
2019-01-16,66.99,68.37,66.27,66.48,92390,-0.002251238180999371,67.297,68.3872,73.62599999999999,0.30448395448941823
2019-01-17,66.12,67.71,65.25,65.25,278850,-0.018501805054151665,67.04100000000001,68.2974,73.4754,0.3058567330172846
2019-01-18,65.61,66.6,64.67,64.67,126480,-0.008888888888888835,66.8885,68.1774,73.324,0.2792488452414153
2019-01-21,65.25,68.0,65.25,67.93,162760,0.05040977269212932,66.9025,68.1456,73.2043,0.33593667650551806
2019-01-22,66.48,68.0,65.69,65.69,160140,-0.03297512144855008,66.772,68.1078,73.0947,0.35400686754545196
2019-01-23,65.47,67.41,65.47,65.61,76830,-0.0012178413761607665,66.6305,68.054,72.96575,0.3537363949762739
2019-01-24,65.61,67.56,65.61,65.76,70270,0.0022862368541380906,66.5505,68.0248,72.85175,0.35011105003996806
2019-01-25,65.76,68.45,65.76,66.7,205020,0.014294403892944008,66.5245,68.01440000000001,72.74415,0.3542236556434146
2019-01-28,67.43,69.93,67.06,68.3,337020,0.02398800599700146,66.532,68.05760000000001,72.64524999999999,0.3613035493555636
2019-01-29,68.59,69.63,67.79,68.15,92370,-0.002196193265007196,66.4875,68.0834,72.54865,0.35823414614243687
2019-01-30,68.15,68.3,67.86,68.01,133150,-0.002054292002934721,66.553,68.0494,72.45895,0.33589171549971086
2019-01-31,68.15,69.24,68.15,68.88,326950,0.012792236435818172,66.7705,68.05239999999999,72.37995,0.3133187553341078
2019-02-01,69.24,70.08,68.15,68.59,223210,-0.00421022067363519,66.9375,68.051,72.3322,0.3130538792152734
2019-02-11,69.53,72.23,69.31,70.69,344550,0.03061670797492333,67.1585,68.04860000000001,72.27745,0.325544433965641
2019-02-12,70.69,71.93,69.6,70.18,306350,-0.007214598953175666,67.3685,68.0848,72.21634999999999,0.3266015924455629
2019-02-13,70.18,72.6,69.67,70.76,379710,0.008264462809917328,67.5175,68.1196,72.15814999999999,0.314838111738898
2019-02-14,72.38,72.75,70.4,70.47,398610,-0.004098360655737765,67.695,68.14059999999999,72.10645000000001,0.31085161374155373
2019-02-15,70.54,72.08,70.11,70.11,280730,-0.005108556832694733,67.7745,68.1696,72.0521,0.301605023122343
2019-02-18,70.54,71.86,69.6,70.54,268310,0.006133219226929221,67.97,68.2676,71.9999,0.2818531274545618
2019-02-19,70.54,73.71,70.54,70.98,698600,0.006237595690388398,68.1875,68.3342,71.9435,0.2818412282515552
2019-02-20,71.2,73.41,70.98,71.7,338710,0.010143702451394843,68.4485,68.374,71.8971,0.2820284512320107
2019-02-21,71.99,73.34,71.2,71.78,290870,0.0011157601115758808,68.775,68.414,71.82295,0.2696542739962051
2019-02-22,71.12,73.86,71.12,73.41,333910,0.022708275285594715,69.21200000000002,68.4806,71.75645,0.27151878860653733
2019-02-25,73.71,75.19,72.14,72.5,397930,-0.01239613131725914,69.4405,68.55019999999999,71.68684999999999,0.22419417682407533
2019-02-26,72.86,74.45,70.83,71.2,339880,-0.017931034482758568,69.716,68.5652,71.62375,0.19651076816554483
2019-02-27,71.27,73.26,70.91,71.49,260850,0.004073033707865159,70.01,68.5728,71.5479,0.1955039045422358
