Date/Time,Open,High,Low,Close,Volume,Daily_Return,20d_MA,50d_MA,200d_MA,20d_Volatility
2018-02-28,78.14,80.61,78.09,78.71,8158,,,,,
2018-03-01,78.14,80.32,77.66,77.66,20511,-0.013340109261847255,,,,
2018-03-02,77.14,77.9,76.86,77.33,37274,-0.004249291784702569,,,,
2018-03-05,77.14,80.5,77.14,78.28,27737,0.01228501228501222,,,,
2018-03-06,78.61,83.13,77.43,81.45,41077,0.04049565661727139,,,,
2018-03-07,81.78,84.68,79.32,80.74,30644,-0.008717004297114861,,,,
2018-03-08,83.18,84.1,80.74,82.35,23020,0.019940549913301853,,,,
2018-03-09,82.87,85.69,82.16,82.35,24416,0.0,,,,
2018-03-12,82.87,84.19,81.45,81.78,16145,-0.006921675774134717,,,,
2018-03-13,81.64,83.22,80.46,81.12,18272,-0.00807043286867204,,,,
2018-03-14,83.66,84.43,81.5,81.64,17645,0.0064102564102563875,,,,
2018-03-15,81.69,83.95,81.26,81.45,12195,-0.002327290543851057,,,,
2018-03-16,81.69,86.61,81.59,85.24,54755,0.046531614487415496,,,,
2018-03-19,86.19,88.93,85.24,86.38,32232,0.013374002815579544,,,,
2018-03-20,85.29,89.03,85.0,86.19,21658,-0.002199583236860314,,,,
2018-03-21,86.19,89.95,85.71,86.66,19796,0.005453068801485106,,,,
2018-03-22,87.13,89.52,86.19,87.13,17128,0.005423494114931815,,,,
2018-03-23,87.58,88.21,85.24,85.71,30696,-0.01629748651440377,,,,
2018-03-26,85.24,89.52,85.24,87.75,20407,0.023801190059502986,,,,
2018-03-27,88.56,92.85,88.56,91.21,26569,0.03943019943019932,83.0565,,,
2018-03-28,89.5,94.84,89.5,93.29,34234,0.02280451704856934,83.7855,,,0.2918980020517084
2018-03-29,93.29,96.34,92.39,93.76,22066,0.005038053381927421,84.5905,,,0.28057038746344115
2018-03-30,93.76,100.16,93.29,97.55,41834,0.04042235494880542,85.6015,,,0.29570349594338047
2018-04-02,98.5,99.19,95.19,98.9,31024,0.013839056893900636,86.6325,,,0.2957856898255643
2018-04-03,95.94,98.71,95.37,95.9,23472,-0.030333670374115274,87.35499999999999,,,0.31147154664473803
2018-04-04,96.13,97.74,93.15,95.37,59677,-0.005526590198123071,88.0865,,,0.3093474633334804
2018-04-05,95.19,98.71,94.81,94.95,11045,-0.004403900597672261,88.7165,,,0.30951717955091806
2018-04-06,94.24,96.77,91.87,91.87,65589,-0.032438125329120604,89.19250000000001,,,0.3396463355312527
2018-04-09,90.92,93.39,87.37,87.61,75851,-0.046369870469141206,89.48400000000001,,,0.384935368566064
2018-04-10,87.18,93.39,85.71,91.4,39200,0.043259901837689796,89.998,,,0.4065819712713318
2018-04-11,91.4,94.84,88.56,88.56,26487,-0.031072210065645534,90.344,,,0.42766347755579553
2018-04-12,88.32,91.21,87.13,88.22,16673,-0.0038392050587172655,90.6825,,,0.42801340317786785
2018-04-13,89.5,92.08,87.99,88.08,20937,-0.001586941736567704,90.8245,,,0.39814811261024313
2018-04-16,88.08,89.5,87.42,87.47,17636,-0.006925522252497762,90.87899999999999,,,0.39693392303662217
2018-04-17,87.18,90.34,85.48,85.95,24510,-0.017377386532525407,90.86699999999999,,,0.4021401637400062
2018-04-18,86.19,88.79,81.93,84.68,58482,-0.0147760325770796,90.768,,,0.40501267661486356
2018-04-19,83.22,83.71,77.19,78.14,77863,-0.07723193197921596,90.3185,,,0.4861794072826624
2018-04-20,78.14,83.22,78.14,81.64,25990,0.0447914000511902,90.115,,,0.5148308984828966
2018-04-23,83.11,84.29,81.45,82.4,34831,0.009309162175404229,89.84750000000001,,,0.5077475048393459
2018-04-24,80.98,83.47,79.56,82.4,21745,0.0,89.40700000000001,,,0.48309903499975526
2018-04-26,80.98,82.84,79.08,80.81,33590,-0.01929611650485441,88.78299999999999,,,0.47443625810243295
2018-04-27,78.37,84.19,77.66,80.98,27431,0.0021037000371242343,88.14399999999999,,,0.47358481644560974
2018-05-02,81.93,84.68,80.03,80.98,26401,0.0,87.3155,,,0.4406339265734774
2018-05-03,80.5,82.74,78.99,82.26,21786,0.015806371943689834,86.4835,,,0.4420331968791809
2018-05-04,80.5,83.22,80.5,80.98,22749,-0.015560418186238767,85.7375,,,0.43554890390007467
2018-05-07,82.4,88.5,81.93,86.61,48024,0.069523339096073,85.29950000000001,,,0.5154698390681133
2018-05-08,86.71,90.97,86.71,86.71,37050,0.0011546010853249467,84.8875,,,0.515833068305208
2018-05-09,86.71,89.03,85.48,86.42,19148,-0.0033444816053510573,84.615,,,0.5047990946600968
2018-05-10,86.38,88.98,83.82,83.82,37142,-0.030085628326776304,84.4255,,,0.48912595529667907
2018-05-11,83.58,88.06,82.54,86.66,492930,0.033882128370317455,84.1885,85.71,,0.4787001992312099
2018-05-14,87.7,90.49,86.52,88.18,228360,0.01753981075467359,84.1695,85.8994,,0.4708848153303306
2018-05-15,89.86,90.39,87.28,87.7,230960,-0.0054434112043547644,84.1435,86.1002,,0.4711019029305703
2018-05-16,86.8,89.37,85.71,86.28,323540,-0.01619156214367168,84.05350000000001,86.2792,,0.4746444993455441
2018-05-17,86.76,88.64,85.1,85.81,131160,-0.005447380621233178,83.9705,86.42980000000001,,0.47441242410357787
2018-05-18,86.05,87.92,83.34,85.81,319040,0.0,83.9635,86.517,,0.4702202537576934
2018-05-21,86.95,88.84,85.33,85.33,146940,-0.00559375364176673,83.99600000000001,86.60879999999999,,0.4674274414941746
2018-05-22,85.33,86.85,82.49,83.86,391620,-0.01722723543888427,84.28200000000001,86.63900000000001,,0.3737091271574692
2018-05-23,83.86,85.74,82.54,84.86,170120,0.011924636298592972,84.443,86.6892,,0.34282381644320464
2018-05-24,86.71,86.76,83.44,84.86,102670,0.0,84.566,86.7508,,0.34183751642789467
2018-05-25,86.22,86.22,82.49,82.49,137470,-0.02792835258072124,84.57050000000001,86.77820000000001,,0.35767409624694174
2018-05-28,83.32,83.32,76.75,78.42,697030,-0.04933931385622492,84.451,86.7138,,0.3935898317543499
2018-05-29,76.75,80.85,72.53,78.22,634890,-0.002550369803621555,84.313,86.64920000000001,,0.393416593444577
2018-05-30,78.22,79.93,76.33,76.8,138810,-0.01815392482740985,84.10400000000001,86.48039999999999,,0.3977860509577653
2018-05-31,76.8,80.89,75.62,80.89,302580,0.053255208333333304,84.0355,86.37060000000001,,0.4403885579391333
2018-06-01,78.22,83.32,78.22,80.93,259980,0.0004944987019410707,84.033,86.26539999999999,,0.43676899088012144
2018-06-04,81.07,83.8,80.64,82.02,218140,0.013468429506981128,83.8035,86.1726,,0.35701940609302574
2018-06-05,82.49,85.74,82.02,84.86,279280,0.03462570104852469,83.711,86.12719999999999,,0.3805328335270294
2018-06-06,85.33,89.52,83.91,87.66,408910,0.032995522036294966,83.773,86.16619999999999,,0.3987448975714937
2018-06-07,87.7,89.66,85.57,86.76,333220,-0.010266940451745254,83.92,86.1464,,0.38418534022745104
2018-06-08,86.28,89.13,85.81,87.09,210880,0.003803596127247566,83.94149999999999,86.064,,0.3654609262534861
2018-06-11,86.42,89.13,85.33,86.28,312980,-0.009300723389596977,83.8465,85.92379999999999,,0.361255664879085
2018-06-12,87.29,87.29,82.49,84.39,512380,-0.02190542420027819,83.681,85.73639999999999,,0.36868521070894644
2018-06-13,81.59,85.69,80.83,82.73,898670,-0.019670577082592677,83.5035,85.44000000000001,,0.3707043391271812
2018-06-14,85.33,89.37,84.62,84.62,667820,0.02284540070107588,83.444,85.15440000000001,,0.38052731610461327
2018-06-15,84.62,88.13,83.77,86.46,253200,0.02174426849444555,83.4765,84.96560000000001,,0.3885927226053314
2018-06-18,84.62,86.53,80.35,82.1,460340,-0.050427943557714516,83.315,84.70020000000001,,0.4286844415637728
2018-06-19,77.51,79.27,74.73,75.37,842680,-0.08197320341047487,82.8905,84.30859999999998,,0.5132860651162324
2018-06-20,77.51,78.83,74.66,76.09,415250,0.009552872495687925,82.45200000000001,83.993,,0.5123281328142874
2018-06-21,76.09,77.38,72.39,73.24,317950,-0.037455644631357754,81.87100000000001,83.70559999999999,,0.5246448332465126
2018-06-22,71.82,76.29,69.69,76.29,650220,0.04164391043145832,81.561,83.4034,,0.545220083981914
2018-06-25,75.37,78.03,73.6,73.6,322980,-0.03526019137501657,81.32000000000001,83.1042,,0.5315823878740055
2018-06-26,72.25,74.11,70.26,72.67,458090,-0.01263586956521734,81.0425,82.7932,,0.5327673337489869
2018-06-27,71.89,74.47,68.98,68.98,512250,-0.05077748727122611,80.6515,82.4112,,0.5570024324047905
2018-06-28,68.98,70.84,64.21,64.21,931230,-0.06915047839953625,79.81750000000001,81.946,,0.5573674148930728
2018-06-29,63.29,66.12,60.94,61.86,581690,-0.03659866064475925,78.864,81.4642,,0.56285029356961
2018-07-02,60.09,62.12,57.6,58.85,580300,-0.048658260588425484,77.7055,80.94760000000001,,0.5676674807153685
